Name,CAS,Phase,Tchar,thetachar,DeltaCp,phi0,Source,Cat_1,Cat_2,Cat_3
"1,2,4,5-Tetrachlorbenzol",95-94-3,SPBoctyl,232.45,46.423,33.591,0.0003201024327784891,Ulrich2012cor,,,
Valerophenone,1009-14-9,SPBoctyl,219.83,43.103,39.065,0.0003201024327784891,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,SPBoctyl,205.33,43.953,29.454,0.0003201024327784891,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,SPBoctyl,221.16,42.674,44.173,0.0003201024327784891,Ulrich2012cor,,,
Diphenylether,101-84-8,SPBoctyl,233.11,45.56,41.047,0.0003201024327784891,Ulrich2012cor,,,
Acenaphthylene,208-96-8,SPBoctyl,253.21,50.368,45.13,0.0003201024327784891,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,SPBoctyl,259.25,50.232,41.293,0.0003201024327784891,Ulrich2012cor,,,
Dibenzofuran,132-64-9,SPBoctyl,261.02,49.662,45.0,0.0003201024327784891,Ulrich2012cor,,,
1-Naphthol,90-15-3,SPBoctyl,246.31,49.9,61.29,0.0003201024327784891,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,SPBoctyl,230.67,45.945,35.267,0.0003201024327784891,Ulrich2012cor,,,
Fluorene,86-73-7,SPBoctyl,270.99,49.464,41.569,0.0003201024327784891,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,SPBoctyl,265.41,48.28,55.336,0.0003201024327784891,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,SPBoctyl,267.77,50.553,49.891,0.0003201024327784891,Ulrich2012cor,,,
Benzophenone,119-61-9,SPBoctyl,266.3,48.444,54.916,0.0003201024327784891,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,SPBoctyl,279.15,46.526,45.229,0.0003201024327784891,Ulrich2012cor,,,
Phenanthrene,85-01-8,SPBoctyl,303.6,54.022,57.27,0.0003201024327784891,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,SPBoctyl,287.34,41.821,54.891,0.0003201024327784891,Ulrich2012cor,,,
Carbazole,86-74-8,SPBoctyl,294.14,48.637,31.954,0.0003201024327784891,Ulrich2012cor,,,
Pyrene,129-00-0,SPBoctyl,349.64,58.544,65.503,0.0003201024327784891,Ulrich2012cor,PAH,,
4-Methyl-2-Nitrophenol,119-33-5,SPBoctyl,206.18,44.323,27.431,0.0003201024327784891,Ulrich2012cor,,,
Butyrophenone,495-40-9,SPBoctyl,202.15,41.932,24.655,0.0003201024327784891,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,SPBoctyl,206.46,45.327,28.177,0.0003201024327784891,Ulrich2012cor,,,
Biphenyl,92-52-4,SPBoctyl,233.82,46.069,38.747,0.0003201024327784891,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,SPBoctyl,245.26,47.246,49.883,0.0003201024327784891,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,SPBoctyl,283.82,49.286,72.701,0.0003201024327784891,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,SPBoctyl,304.85,55.899,65.376,0.0003201024327784891,Ulrich2012cor,,,
Anthracene,120-12-7,SPBoctyl,306.2,55.226,61.761,0.0003201024327784891,Ulrich2012cor,PAH,,
Acridine,260-94-6,SPBoctyl,304.95,55.404,64.231,0.0003201024327784891,Ulrich2012cor,,,
Diphenylsulfoxide,945-51-7,SPBoctyl,304.73,56.956,80.316,0.0003201024327784891,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,SPBoctyl,228.25,46.516,38.979,0.0003201024327784891,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,SPBoctyl,245.44,44.462,68.53,0.0003201024327784891,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,SPBoctyl,303.88,57.56,72.247,0.0003201024327784891,Ulrich2012cor,,,
Anthrone,90-44-8,SPBoctyl,307.25,45.385,8.9704,0.0003201024327784891,Ulrich2012cor,,,
1-Benzofuran,271-89-6,SPBoctyl,157.93,40.892,18.63,0.0003201024327784891,Ulrich2012cor,,,
"2,3-Dimethylphenol",526-75-0,SPBoctyl,182.11,41.928,27.436,0.0003201024327784891,Ulrich2012cor,,,
Coumarin,91-64-5,SPBoctyl,237.66,49.975,50.234,0.0003201024327784891,Ulrich2012cor,allergenic fragrances,,
"1,2-Dibromoethane",106-93-4,SUPELCOWAX,148.5,38.995,131.79,0.0003201024327784891,Ulrich2012cor,,,
Cyclohexanone,108-94-1,SUPELCOWAX,160.67,43.262,25.991,0.0003201024327784891,Ulrich2012cor,ketone,,
Bromobenzene,108-86-1,SUPELCOWAX,166.98,41.974,15.866,0.0003201024327784891,Ulrich2012cor,aromatic,,
Cyclohexanol,108-93-0,SUPELCOWAX,168.58,39.702,64.052,0.0003201024327784891,Ulrich2012cor,alcohol,,
p-Chlorotoluene,106-43-4,SUPELCOWAX,160.77,40.548,10.88,0.0003201024327784891,Ulrich2012cor,,,
Octanal,124-13-0,SUPELCOWAX,151.07,37.994,23.504,0.0003201024327784891,Ulrich2012cor,aldehyde,,
2-Octanone,111-13-7,SUPELCOWAX,149.74,37.335,29.516,0.0003201024327784891,Ulrich2012cor,alkanones,ketone,
"1,3-Dichlorobenzene",541-73-1,SUPELCOWAX,177.67,43.082,42.973,0.0003201024327784891,Ulrich2012cor,aromatic,,
3-Chlorophenol,108-43-0,SUPELCOWAX,302.87,51.841,105.48,0.0003201024327784891,Ulrich2012cor,,,
Cycloheptanon,502-42-1,SUPELCOWAX,184.54,46.545,45.73,0.0003201024327784891,Ulrich2012cor,,,
Benzaldehyde,100-52-7,SUPELCOWAX,196.79,46.173,60.306,0.0003201024327784891,Ulrich2012cor,allergenic fragrances,aldehyde,
"1,2-Dichlorobenzene",95-50-1,SUPELCOWAX,190.76,44.534,38.072,0.0003201024327784891,Ulrich2012cor,aromatic,,
Phenol,108-95-2,SUPELCOWAX,252.97,47.023,98.714,0.0003201024327784891,Ulrich2012cor,aromatic,,
4-Fluoroaniline,371-40-4,SUPELCOWAX,233.71,47.269,105.5,0.0003201024327784891,Ulrich2012cor,aromatic,,
Aniline,62-53-3,SUPELCOWAX,224.69,46.777,92.829,0.0003201024327784891,Ulrich2012cor,anilines,aromatic,
Dibenzylamine,103-49-1,SUPELCOWAX,327.16,66.746,125.93,0.0003201024327784891,Ulrich2012cor,,,
Iodobenzene,591-50-4,SUPELCOWAX,197.77,46.916,48.372,0.0003201024327784891,Ulrich2012cor,,,
Benzonitril,100-47-0,SUPELCOWAX,210.19,47.619,59.391,0.0003201024327784891,Ulrich2012cor,,,
N-Methylaniline,100-61-8,SUPELCOWAX,220.92,45.801,73.515,0.0003201024327784891,Ulrich2012cor,,,
Acetophenone,98-86-2,SUPELCOWAX,215.36,47.639,66.279,0.0003201024327784891,Ulrich2012cor,phenones,aromatic,
4-Methylphenol,106-44-5,SUPELCOWAX,261.86,47.695,102.08,0.0003201024327784891,Ulrich2012cor,aromatic,,
Benzyl alcohol,100-51-6,SUPELCOWAX,239.07,47.227,94.481,0.0003201024327784891,Ulrich2012cor,allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,SUPELCOWAX,260.73,47.614,112.38,0.0003201024327784891,Ulrich2012cor,aromatic,,
"1,2,4-Trichlorbenzol",120-82-1,SUPELCOWAX,214.7,47.72,59.496,0.0003201024327784891,Ulrich2012cor,,,
2-Nitrophenol,88-75-5,SUPELCOWAX,241.62,51.975,73.914,0.0003201024327784891,Ulrich2012cor,aromatic,,
Naphthalene,91-20-3,SUPELCOWAX,233.31,51.989,66.694,0.0003201024327784891,Ulrich2012cor,PAH,,
"1,3-Dibromobenzene",108-36-1,SUPELCOWAX,227.18,51.156,67.23,0.0003201024327784891,Ulrich2012cor,,,
4-Chlorphenol,106-48-9,SUPELCOWAX,299.42,48.847,89.492,0.0003201024327784891,Ulrich2012cor,,,
4-Chloranilin,106-47-8,SUPELCOWAX,283.75,57.094,121.96,0.0003201024327784891,Ulrich2012cor,,,
Chinolin,91-22-5,SUPELCOWAX,261.51,56.722,81.663,0.0003201024327784891,Ulrich2012cor,,,
2-Methylnaphthalen,91-57-6,SUPELCOWAX,248.69,53.666,71.678,0.0003201024327784891,Ulrich2012cor,,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,SUPELCOWAX,238.11,51.342,70.559,0.0003201024327784891,Ulrich2012cor,,,
Valerophenone,1009-14-9,SUPELCOWAX,247.04,49.559,80.808,0.0003201024327784891,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,SUPELCOWAX,269.39,55.22,96.089,0.0003201024327784891,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,SUPELCOWAX,240.76,48.185,77.49,0.0003201024327784891,Ulrich2012cor,,,
Diphenylether,101-84-8,SUPELCOWAX,264.35,52.99,83.778,0.0003201024327784891,Ulrich2012cor,,,
Acenaphthylene,208-96-8,SUPELCOWAX,298.41,64.069,93.852,0.0003201024327784891,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,SUPELCOWAX,297.38,62.824,85.459,0.0003201024327784891,Ulrich2012cor,,,
Dibenzofuran,132-64-9,SUPELCOWAX,304.28,63.155,93.212,0.0003201024327784891,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,SUPELCOWAX,314.87,55.332,77.116,0.0003201024327784891,Ulrich2012cor,,,
Fluorene,86-73-7,SUPELCOWAX,312.27,63.1,88.095,0.0003201024327784891,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,SUPELCOWAX,323.83,56.821,120.62,0.0003201024327784891,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,SUPELCOWAX,336.64,64.913,91.425,0.0003201024327784891,Ulrich2012cor,,,
Benzophenone,119-61-9,SUPELCOWAX,322.43,61.438,97.257,0.0003201024327784891,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,SUPELCOWAX,314.57,53.57,79.2,0.0003201024327784891,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,SUPELCOWAX,296.76,56.128,60.843,0.0003201024327784891,Ulrich2012cor,,,
Phenanthrene,85-01-8,SUPELCOWAX,364.53,77.52,107.83,0.0003201024327784891,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,SUPELCOWAX,323.43,50.621,103.77,0.0003201024327784891,Ulrich2012cor,,,
4-Methyl-2-Nitrophenol,119-33-5,SUPELCOWAX,255.9,54.577,82.07,0.0003201024327784891,Ulrich2012cor,,,
2-Nitrotoluol,88-72-2,SUPELCOWAX,235.85,50.625,72.289,0.0003201024327784891,Ulrich2012cor,,,
Butyrophenone,495-40-9,SUPELCOWAX,234.2,49.203,81.034,0.0003201024327784891,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,SUPELCOWAX,309.76,55.076,95.285,0.0003201024327784891,Ulrich2012cor,,,
Biphenyl,92-52-4,SUPELCOWAX,263.22,53.874,83.16,0.0003201024327784891,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,SUPELCOWAX,319.24,56.184,82.957,0.0003201024327784891,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,SUPELCOWAX,328.6,56.453,93.898,0.0003201024327784891,Ulrich2012cor,allergenic fragrances,,
Anthracene,120-12-7,SUPELCOWAX,350.92,64.512,81.274,0.0003201024327784891,Ulrich2012cor,PAH,,
"2,4,6-Trichlorophenol",88-06-2,SUPELCOWAX,295.41,51.911,103.24,0.0003201024327784891,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,SUPELCOWAX,303.23,57.982,128.01,0.0003201024327784891,Ulrich2012cor,,,
1-Benzofuran,271-89-6,SUPELCOWAX,191.72,44.294,56.035,0.0003201024327784891,Ulrich2012cor,,,
"2,3-Dimethylphenol",526-75-0,SUPELCOWAX,268.84,48.509,113.34,0.0003201024327784891,Ulrich2012cor,,,
Coumarin,91-64-5,SUPELCOWAX,326.52,66.687,100.53,0.0003201024327784891,Ulrich2012cor,allergenic fragrances,,
3-Chlorophenol,108-43-0,ZB-35HT,147.31,30.215,7.4885,0.001,Ulrich2012cor,,,
Dibenzylamine,103-49-1,ZB-35HT,228.95,35.739,79.73,0.001,Ulrich2012cor,,,
N-Methylaniline,100-61-8,ZB-35HT,129.05,27.998,38.887,0.001,Ulrich2012cor,,,
Acetophenone,98-86-2,ZB-35HT,129.32,29.322,7.4089,0.001,Ulrich2012cor,phenones,aromatic,
2-Nitrophenol,88-75-5,ZB-35HT,142.04,31.546,69.373,0.001,Ulrich2012cor,aromatic,,
4-Chlorphenol,106-48-9,ZB-35HT,148.87,30.369,15.507,0.001,Ulrich2012cor,,,
Chinolin,91-22-5,ZB-35HT,163.95,32.781,0.11974,0.001,Ulrich2012cor,,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,ZB-35HT,170.23,33.035,27.359,0.001,Ulrich2012cor,,,
Valerophenone,1009-14-9,ZB-35HT,172.3,31.191,45.298,0.001,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,ZB-35HT,168.64,32.764,75.207,0.001,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,ZB-35HT,172.11,30.352,16.567,0.001,Ulrich2012cor,,,
Diphenylether,101-84-8,ZB-35HT,183.01,32.714,43.352,0.001,Ulrich2012cor,,,
Acenaphthylene,208-96-8,ZB-35HT,196.83,35.2,29.007,0.001,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,ZB-35HT,200.74,36.117,40.079,0.001,Ulrich2012cor,,,
Dibenzofuran,132-64-9,ZB-35HT,204.69,36.211,53.177,0.001,Ulrich2012cor,,,
1-Naphthol,90-15-3,ZB-35HT,206.24,36.093,78.96,0.001,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,ZB-35HT,201.17,33.942,62.212,0.001,Ulrich2012cor,,,
Fluorene,86-73-7,ZB-35HT,214.67,36.665,53.596,0.001,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,ZB-35HT,219.0,35.054,72.144,0.001,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,ZB-35HT,221.81,36.661,57.72,0.001,Ulrich2012cor,,,
Benzophenone,119-61-9,ZB-35HT,220.48,35.716,72.891,0.001,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,ZB-35HT,227.99,36.131,74.534,0.001,Ulrich2012cor,,,
Phenanthrene,85-01-8,ZB-35HT,245.29,39.572,65.411,0.001,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,ZB-35HT,247.32,33.528,95.528,0.001,Ulrich2012cor,,,
Carbazole,86-74-8,ZB-35HT,255.34,39.593,81.757,0.001,Ulrich2012cor,,,
Fluoranthene,206-44-0,ZB-35HT,279.43,41.61,70.252,0.001,Ulrich2012cor,PAH,,
4-Methyl-2-Nitrophenol,119-33-5,ZB-35HT,160.97,33.779,103.69,0.001,Ulrich2012cor,,,
2-Nitrotoluol,88-72-2,ZB-35HT,146.44,30.813,18.083,0.001,Ulrich2012cor,,,
Butyrophenone,495-40-9,ZB-35HT,157.54,30.846,49.155,0.001,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,ZB-35HT,174.23,33.172,48.712,0.001,Ulrich2012cor,,,
Biphenyl,92-52-4,ZB-35HT,180.96,33.26,40.89,0.001,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,ZB-35HT,210.32,34.675,79.985,0.001,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,ZB-35HT,235.11,35.526,79.013,0.001,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,ZB-35HT,249.06,40.715,77.252,0.001,Ulrich2012cor,,,
Anthracene,120-12-7,ZB-35HT,246.37,39.524,62.278,0.001,Ulrich2012cor,PAH,,
Acridine,260-94-6,ZB-35HT,249.43,39.398,64.793,0.001,Ulrich2012cor,,,
Diphenylsulfoxide,945-51-7,ZB-35HT,262.34,42.629,115.52,0.001,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,ZB-35HT,255.8,36.15,18.161,0.001,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,ZB-35HT,176.08,32.923,22.246,0.001,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,ZB-35HT,207.9,32.396,81.348,0.001,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,ZB-35HT,243.44,39.624,55.83,0.001,Ulrich2012cor,,,
Anthrachinon,84-65-1,ZB-35HT,270.76,40.061,71.134,0.001,Ulrich2012cor,,,
1-Benzofuran,271-89-6,ZB-35HT,114.31,25.965,48.872,0.001,Ulrich2012cor,,,
Coumarin,91-64-5,ZB-35HT,202.37,37.251,92.46,0.001,Ulrich2012cor,allergenic fragrances,,
"2,4,6-Trimethylpyridine",108-75-8,ZB-XLB-HT,112.38,25.107,247.46,0.001,Ulrich2012cor,,,
Octanal,124-13-0,ZB-XLB-HT,113.42,24.941,255.1,0.001,Ulrich2012cor,aldehyde,,
2-Octanone,111-13-7,ZB-XLB-HT,110.5,25.078,153.55,0.001,Ulrich2012cor,alkanones,ketone,
Cycloheptanon,502-42-1,ZB-XLB-HT,118.53,30.066,92.498,0.001,Ulrich2012cor,,,
Benzaldehyde,100-52-7,ZB-XLB-HT,109.6,29.041,64.185,0.001,Ulrich2012cor,allergenic fragrances,aldehyde,
"1,2-Dichlorobenzene",95-50-1,ZB-XLB-HT,122.05,31.312,10.723,0.001,Ulrich2012cor,aromatic,,
Aniline,62-53-3,ZB-XLB-HT,109.93,29.172,35.702,0.001,Ulrich2012cor,anilines,aromatic,
Dibenzylamine,103-49-1,ZB-XLB-HT,228.02,36.927,74.788,0.001,Ulrich2012cor,,,
Benzonitril,100-47-0,ZB-XLB-HT,113.86,30.704,1.7097,0.001,Ulrich2012cor,,,
Benzyl alcohol,100-51-6,ZB-XLB-HT,120.6,30.31,3.0495,0.001,Ulrich2012cor,allergenic fragrances,alcohol,
2-Methylnaphthalen,91-57-6,ZB-XLB-HT,170.23,33.903,1.4857,0.001,Ulrich2012cor,,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,ZB-XLB-HT,175.75,33.867,8.7792,0.001,Ulrich2012cor,,,
Valerophenone,1009-14-9,ZB-XLB-HT,175.04,32.275,26.396,0.001,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,ZB-XLB-HT,167.27,33.154,42.094,0.001,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,ZB-XLB-HT,175.93,32.152,32.083,0.001,Ulrich2012cor,,,
Diphenylether,101-84-8,ZB-XLB-HT,182.59,33.703,30.541,0.001,Ulrich2012cor,,,
Acenaphthylene,208-96-8,ZB-XLB-HT,196.13,37.038,42.542,0.001,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,ZB-XLB-HT,200.55,37.441,44.324,0.001,Ulrich2012cor,,,
Dibenzofuran,132-64-9,ZB-XLB-HT,205.4,37.557,58.019,0.001,Ulrich2012cor,,,
1-Naphthol,90-15-3,ZB-XLB-HT,200.71,36.583,80.08,0.001,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,ZB-XLB-HT,198.45,34.826,70.22,0.001,Ulrich2012cor,,,
Fluorene,86-73-7,ZB-XLB-HT,215.53,38.033,58.296,0.001,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,ZB-XLB-HT,215.71,36.377,77.223,0.001,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,ZB-XLB-HT,219.53,38.508,71.412,0.001,Ulrich2012cor,,,
Benzophenone,119-61-9,ZB-XLB-HT,216.99,36.282,63.607,0.001,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,ZB-XLB-HT,228.27,37.474,78.623,0.001,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,ZB-XLB-HT,232.22,39.287,69.26,0.001,Ulrich2012cor,,,
Phenanthrene,85-01-8,ZB-XLB-HT,243.63,40.694,67.572,0.001,Ulrich2012cor,PAH,,
Dibutyl Phthalate,84-74-2,ZB-XLB-HT,248.08,34.605,89.423,0.001,Ulrich2012cor,,,
Carbazole,86-74-8,ZB-XLB-HT,251.16,42.364,106.27,0.001,Ulrich2012cor,,,
Fluoranthene,206-44-0,ZB-XLB-HT,276.62,41.795,62.537,0.001,Ulrich2012cor,PAH,,
Pyrene,129-00-0,ZB-XLB-HT,285.47,44.086,71.26,0.001,Ulrich2012cor,PAH,,
2-Nitrotoluol,88-72-2,ZB-XLB-HT,146.4,30.824,63.966,0.001,Ulrich2012cor,,,
Butyrophenone,495-40-9,ZB-XLB-HT,159.38,31.936,28.586,0.001,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,ZB-XLB-HT,167.63,33.479,33.574,0.001,Ulrich2012cor,,,
Biphenyl,92-52-4,ZB-XLB-HT,181.83,34.806,51.604,0.001,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,ZB-XLB-HT,209.62,35.507,84.242,0.001,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,ZB-XLB-HT,233.76,37.987,98.981,0.001,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,ZB-XLB-HT,245.05,41.131,73.942,0.001,Ulrich2012cor,,,
Anthracene,120-12-7,ZB-XLB-HT,246.07,41.577,76.279,0.001,Ulrich2012cor,PAH,,
Acridine,260-94-6,ZB-XLB-HT,246.75,41.116,76.454,0.001,Ulrich2012cor,,,
Diphenylsulfoxide,945-51-7,ZB-XLB-HT,251.31,39.862,68.079,0.001,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,ZB-XLB-HT,258.8,40.027,59.518,0.001,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,ZB-XLB-HT,178.51,34.934,58.543,0.001,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,ZB-XLB-HT,206.93,34.37,92.656,0.001,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,ZB-XLB-HT,240.73,40.653,69.451,0.001,Ulrich2012cor,,,
Anthrachinon,84-65-1,ZB-XLB-HT,266.36,40.709,68.484,0.001,Ulrich2012cor,,,
"2,3-Dimethylphenol",526-75-0,ZB-XLB-HT,143.94,30.711,15.903,0.001,Ulrich2012cor,,,
Coumarin,91-64-5,ZB-XLB-HT,196.36,36.767,62.007,0.001,Ulrich2012cor,allergenic fragrances,,
