Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,Cat_1,Cat_2,Cat_3
1-dodecanol,112-53-8,SLB5ms,-109.81,NaN,12800.0,NaN,14.233,NaN,178.91,NaN,32.103,NaN,118.34,NaN,-52928.0,NaN,-71.173,NaN,-63450.0,NaN,-97.09,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alcohol,alcohols,
1-tridecanol,112-70-9,SLB5ms,-123.09,NaN,14028.0,NaN,16.034,NaN,192.8,NaN,33.113,NaN,133.31,NaN,-54516.0,NaN,-71.091,NaN,-68220.0,NaN,-104.32,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alcohol,alcohols,
1-tetradecanol,112-72-1,SLB5ms,-121.18,NaN,14344.0,NaN,15.674,NaN,205.18,NaN,33.416,NaN,130.32,NaN,-56929.0,NaN,-73.108,NaN,-71940.0,NaN,-109.01,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alcohol,alcohols,
Undecane,1120-21-4,Wax,-65.756,NaN,7618.1,NaN,8.4588,NaN,77.899,NaN,26.51,NaN,70.33,NaN,-38651.0,NaN,-64.193,NaN,-37800.0,NaN,-61.81,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,Grob,alkane,alkanes
dodecane,112-40-3,Wax,-38.218,NaN,6656.6,NaN,4.3406,NaN,94.682,NaN,26.739,NaN,36.09,NaN,-42071.0,NaN,-68.468,NaN,-42240.0,NaN,-68.93,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alkanes,alkane,
tridecane,629-50-5,Wax,-35.185,NaN,6855.7,NaN,3.8391,NaN,110.64,NaN,27.366,NaN,31.92,NaN,-44751.0,NaN,-70.696,NaN,-45410.0,NaN,-72.46,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alkanes,alkane,
tetradecane,629-59-4,Wax,-62.133,NaN,8622.6,NaN,7.6878,NaN,125.78,NaN,28.646,NaN,63.92,NaN,-46193.0,NaN,-69.883,NaN,-48480.0,NaN,-75.89,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alkanes,alkane,
2-undecanone,112-12-9,Wax,-43.66,NaN,8035.5,NaN,5.031,NaN,157.24,NaN,31.556,NaN,41.83,NaN,-48807.0,NaN,-67.494,NaN,-51620.0,NaN,-74.6,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alkanones,ketone,
2-dodecanone,6175-49-1,Wax,-54.037,NaN,8948.2,NaN,6.4646,NaN,170.94,NaN,32.451,NaN,53.75,NaN,-50530.0,NaN,-67.875,NaN,-54880.0,NaN,-78.69,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alkanones,ketone,
2-tridecanone,593-08-8,Wax,-55.323,NaN,9343.4,NaN,6.5957,NaN,183.76,NaN,32.982,NaN,54.84,NaN,-52628.0,NaN,-69.275,NaN,-57770.0,NaN,-81.87,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alkanones,ketone,
1-undecanol,112-42-5,Wax,-63.047,NaN,10206.0,NaN,7.5675,NaN,187.4,NaN,31.558,NaN,62.92,NaN,-55882.0,NaN,-75.43,NaN,-62010.0,NaN,-90.38,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alcohol,alcohols,
1-dodecanol,112-53-8,Wax,-72.833,NaN,11102.0,NaN,8.9074,NaN,199.12,NaN,32.347,NaN,74.06,NaN,-57329.0,NaN,-75.482,NaN,-65410.0,NaN,-94.94,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alcohol,alcohols,
1-tridecanol,112-70-9,Wax,-79.047,NaN,11789.0,NaN,9.7372,NaN,210.38,NaN,33.018,NaN,80.96,NaN,-58874.0,NaN,-75.852,NaN,-68620.0,NaN,-99.03,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alcohol,alcohols,
1-tetradecanol,112-72-1,Wax,-86.028,NaN,12524.0,NaN,10.674,NaN,221.18,NaN,33.717,NaN,88.75,NaN,-60258.0,NaN,-75.991,NaN,-71900.0,NaN,-103.36,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014a,alcohol,alcohols,
Decane,124-18-5,SLB5ms,-17.912,NaN,5787.5,NaN,1.3843,NaN,107.4,NaN,27.528,NaN,11.51,NaN,-43740.0,NaN,-69.031,NaN,-43940.0,NaN,-69.57,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,Grob,alkane,alkanes
1-Octanol,111-87-5,SLB5ms,-35.628,NaN,7133.0,NaN,3.8475,NaN,119.45,NaN,27.414,NaN,31.99,NaN,-46748.0,NaN,-73.166,NaN,-47690.0,NaN,-75.66,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,Grob,alcohol,alcohols
Undecane,1120-21-4,SLB5ms,-30.751,NaN,6920.7,NaN,3.1535,NaN,124.69,NaN,27.934,NaN,26.22,NaN,-47110.0,NaN,-72.508,NaN,-48020.0,NaN,-74.9,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,Grob,alkane,alkanes
Nonanal,124-19-6,SLB5ms,-28.26,NaN,6757.4,NaN,2.8132,NaN,125.91,NaN,28.261,NaN,23.39,NaN,-46850.0,NaN,-71.495,NaN,-47690.0,NaN,-73.7,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,aldehyde,Grob,
"2,6-Dimethylphenol",576-26-1,SLB5ms,-99.687,NaN,10504.0,NaN,13.182,NaN,127.75,NaN,30.795,NaN,109.6,NaN,-43393.0,NaN,-62.332,NaN,-47530.0,NaN,-73.17,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,aromatic,Grob,
2-Ethylhexanoic acid,149-57-5,SLB5ms,-14.473,NaN,6253.9,NaN,0.71803,NaN,125.32,NaN,26.606,NaN,5.97,NaN,-49619.0,NaN,-78.616,NaN,-49830.0,NaN,-79.17,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,carboxylic acid,Grob,
"2,6-Dimethylaniline",87-62-7,SLB5ms,-41.063,NaN,7424.4,NaN,4.7459,NaN,139.19,NaN,31.098,NaN,39.46,NaN,-45459.0,NaN,-64.337,NaN,-47400.0,NaN,-69.35,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,amine,aromatic,Grob
C10 acid methyl ester,110-42-9,SLB5ms,-59.272,NaN,9464.5,NaN,7.0684,NaN,159.11,NaN,29.153,NaN,58.77,NaN,-53289.0,NaN,-77.372,NaN,-57350.0,NaN,-87.61,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,FAME,Grob,FAMEs
Dicyclohexylamine,101-83-7,SLB5ms,-46.998,NaN,8718.5,NaN,5.4315,NaN,178.07,NaN,32.484,NaN,45.16,NaN,-52113.0,NaN,-69.584,NaN,-56090.0,NaN,-79.39,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,amine,Grob,
C11 acid methyl ester,1731-86-8,SLB5ms,-45.467,NaN,9041.9,NaN,5.037,NaN,173.2,NaN,29.326,NaN,41.88,NaN,-56485.0,NaN,-80.64,NaN,-59970.0,NaN,-89.28,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,FAME,Grob,FAMEs
C12 acid methyl ester,111-82-0,SLB5ms,-73.837,NaN,11128.0,NaN,8.9964,NaN,186.61,NaN,30.232,NaN,74.8,NaN,-58134.0,NaN,-80.536,NaN,-65360.0,NaN,-98.18,NaN,90.0,0.001,NaN,NaN,NaN,NaN,McGinitie2014b,FAME,Grob,FAMEs
Naphthalene,91-20-3,Rxi17SilMS,-55.345,1.1909,8245.0,72.729,6.8777,0.16856,157.31,0.061995,35.064,0.030504,57.185,1.4015,-43937.0,40.264,-56.163,0.090006,-47786.0,103.06,-65.886,0.25533,90.0,0.001,52.0,0.99997,0.0036268,7.4016e-5,Duong2022,PAH,,
Acenaphthylene,208-96-8,Rxi17SilMS,-48.691,1.9742,8775.0,131.74,5.8101,0.27538,204.51,0.083343,38.029,0.042695,48.308,2.2896,-49884.0,58.648,-58.525,0.11865,-55416.0,268.97,-71.766,0.63899,90.0,0.001,54.0,0.99994,0.0059732,0.00011712,Duong2022,PAH,,
Acenaphthene,83-32-9,Rxi17SilMS,-51.254,2.0363,9053.9,136.64,6.1442,0.28378,207.59,0.082206,37.887,0.044792,51.086,2.3595,-50719.0,62.421,-59.593,0.12603,-56727.0,284.69,-73.924,0.67407,90.0,0.001,53.0,0.99995,0.0058179,0.00011636,Duong2022,PAH,,
Fluorene,86-73-7,Rxi17SilMS,-55.301,1.6727,9652.0,114.89,6.6557,0.23224,220.75,0.057685,38.327,0.037462,55.338,1.9309,-52919.0,53.181,-61.236,0.10547,-60155.0,258.19,-78.254,0.60328,90.0,0.001,49.0,0.99997,0.0025185,5.4751e-5,Duong2022,PAH,,
Phenanthrene,85-01-8,Rxi17SilMS,-63.807,1.6064,10831.0,116.33,7.7736,0.22117,251.47,0.036938,40.759,0.04949,64.633,1.8389,-56145.0,68.63,-61.112,0.13016,-66582.0,304.84,-84.888,0.68896,90.0,0.001,37.0,0.99999,0.00059593,1.7527e-5,Duong2022,PAH,,
Anthracene,120-12-7,Rxi17SilMS,-55.547,2.8072,10312.0,203.46,6.6152,0.38644,252.13,0.063707,40.356,0.081339,55.002,3.213,-56847.0,115.4,-62.314,0.21852,-65764.0,533.65,-82.616,1.206,90.0,0.001,43.0,0.99996,0.0024732,6.1829e-5,Duong2022,PAH,,
Fluoranthene,206-44-0,Rxi17SilMS,-53.6,6.5044,10881.0,497.69,6.2696,0.88774,286.09,0.12335,42.41,0.19969,52.128,7.3811,-61316.0,289.97,-63.732,0.51681,-71538.0,1476.3,-86.24,3.2287,90.0,0.001,48.0,0.99981,0.011389,0.00025308,Duong2022,PAH,,
Pyrene,129-00-0,Rxi17SilMS,-50.635,4.1769,10768.0,324.13,5.8661,0.56883,295.1,0.07039,43.431,0.13979,48.774,4.7295,-61818.0,199.56,-62.878,0.3504,-71822.0,990.4,-84.717,2.1465,90.0,0.001,43.0,0.99994,0.0026722,6.6805e-5,Duong2022,PAH,,
Benz[a]anthracene,56-55-3,Rxi17SilMS,-56.099,7.9487,12091.0,647.57,6.4811,1.0746,326.45,0.17364,43.817,0.34432,53.887,8.9347,-68219.0,537.52,-67.867,0.89465,-80961.0,2180.1,-94.889,4.5688,90.0,0.001,33.0,0.99993,0.0016116,5.372e-5,Duong2022,PAH,,
Chrysene,218-01-9,Rxi17SilMS,-56.423,7.8785,12151.0,644.54,6.5252,1.0645,329.02,0.18997,44.101,0.36034,54.254,8.8506,-68362.0,560.24,-67.619,0.9283,-81330.0,2188.6,-95.057,4.5713,90.0,0.001,33.0,0.99993,0.0015814,5.2713e-5,Duong2022,PAH,,
Benzo[b]fluoranthene,205-99-2,Rxi17SilMS,-78.116,1.9313,14486.0,165.03,9.4069,0.25935,356.39,0.093055,46.277,0.12858,78.213,2.1564,-71206.0,198.97,-67.201,0.31473,-92041.0,608.22,-110.23,1.2276,90.0,0.001,26.0,1.0,3.7216e-5,1.6181e-6,Duong2022,PAH,,
Benzo[k]fluoranthene,207-08-9,Rxi17SilMS,-78.129,1.6538,14517.0,141.44,9.4029,0.22207,356.85,0.080845,46.188,0.1106,78.18,1.8464,-71447.0,172.06,-67.5,0.27194,-92309.0,522.15,-110.57,1.0531,90.0,0.001,25.0,1.0,2.5786e-5,1.1721e-6,Duong2022,PAH,,
Benzo[a]pyrene,50-32-8,Rxi17SilMS,-81.054,1.7795,14877.0,155.11,9.8057,0.23836,368.27,0.11616,47.907,0.14411,81.529,1.9818,-71403.0,216.35,-65.414,0.33549,-94090.0,592.88,-111.79,1.1766,90.0,0.001,25.0,1.0,2.873e-5,1.3059e-6,Duong2022,PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,Rxi17SilMS,-88.37,45.688,16110.0,4127.6,10.723,6.0882,393.38,3.6306,49.565,4.1036,89.155,50.62,-74526.0,6223.3,-65.903,9.277,-101570.0,16589.0,-120.04,32.123,90.0,0.001,23.0,0.9996,0.0026496,0.00013248,Duong2022,PAH,,
"Dibenzo[a,h]anthracene",53-70-3,Rxi17SilMS,-99.049,45.997,17116.0,4144.8,12.128,6.1316,391.69,3.489,48.823,3.9733,100.84,50.981,-75273.0,6176.6,-67.313,9.2332,-105690.0,16595.0,-128.29,32.196,90.0,0.001,23.0,0.99961,0.0026875,0.00013437,Duong2022,PAH,,
"Benzo[g,h,i]perylene",191-24-2,Rxi17SilMS,-71.267,43.208,14917.0,3942.3,8.3881,5.7503,399.69,3.7923,48.821,3.9182,69.742,47.81,-77100.0,6248.6,-68.681,9.2192,-98699.0,16088.0,-111.69,30.903,90.0,0.001,21.0,0.99967,0.0017869,9.9274e-5,Duong2022,PAH,,
Benz[a]anthracene,56-55-3,ZB-PAH-CT,-17.543,48.568,9795.2,3816.2,0.92277,6.6114,296.0,2.5171,34.944,2.3759,7.6724,54.97,-77075.0,5284.5,-89.513,9.2267,-78656.0,12497.0,-92.96,26.368,90.0,0.001,8.0,0.99975,0.0015696,0.00031392,Duong2022,PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,ZB-PAH-CT,-55.231,39.696,13583.0,3436.5,6.0911,5.3263,359.73,3.0879,41.172,2.7876,50.644,44.285,-80886.0,5533.2,-81.899,8.676,-94547.0,13175.0,-110.03,26.091,90.0,0.001,15.0,0.9996,0.0041942,0.00034952,Duong2022,PAH,,
"Dibenzo[a,h]anthracene",53-70-3,ZB-PAH-CT,-93.497,26.461,16475.0,2300.0,11.327,3.5481,362.95,2.0216,43.648,2.049,94.176,29.501,-77076.0,3651.2,-75.261,5.7012,-102780.0,8853.9,-128.05,17.501,90.0,0.001,8.0,0.99994,0.00031643,6.3287e-5,Duong2022,PAH,,
"Benzo[g,h,i]perylene",191-24-2,ZB-PAH-CT,-15.308,13.044,10841.0,1125.3,0.57344,1.7504,359.69,0.82067,38.222,0.71626,4.7678,14.553,-87118.0,1648.1,-91.755,2.5859,-88404.0,4257.1,-94.403,8.4867,90.0,0.001,8.0,0.99999,7.701e-5,1.5402e-5,Duong2022,PAH,,
C8,111-65-9,Rxi17SilMS,-129.24,53.036,9823.1,2509.0,18.032,7.84,45.508,0.93773,24.905,1.3957,149.92,65.186,-33899.0,1910.2,-60.473,5.9698,-27229.0,3483.7,-40.879,10.426,90.0,0.001,5.0,0.99964,0.00027766,0.00013883,Marquart2020,alkanes,alkane,
C9,111-84-2,Rxi17SilMS,-84.84,13.564,8125.4,675.07,11.395,1.9871,65.781,0.11654,26.946,0.28984,94.747,16.522,-35446.0,382.05,-58.672,1.1255,-33151.0,553.84,-52.133,1.6033,90.0,0.001,7.0,0.99993,0.00019241,4.8102e-5,Marquart2020,alkanes,alkane,
C10,124-18-5,Rxi17SilMS,-78.094,6.8343,8310.9,356.03,10.273,0.99318,85.071,0.06896,27.71,0.079482,85.412,8.2577,-38504.0,111.44,-61.579,0.30901,-38083.0,119.52,-60.411,0.33041,90.0,0.001,8.0,0.99998,0.00011411,2.2821e-5,Marquart2020,Grob,alkane,alkanes
C11,1120-21-4,Rxi17SilMS,-79.759,2.7411,8905.5,148.82,10.388,0.39556,102.86,0.035235,28.28,0.027605,86.37,3.2889,-41568.0,41.316,-64.642,0.1084,-42679.0,59.613,-67.648,0.15841,90.0,0.001,9.0,1.0,3.7853e-5,6.3088e-6,Marquart2020,Grob,alkane,alkanes
C12,112-40-3,Rxi17SilMS,-84.548,1.9265,9645.4,108.59,10.966,0.27628,119.42,0.034379,28.859,0.027904,91.18,2.2971,-44401.0,43.632,-67.196,0.10981,-47084.0,80.806,-74.299,0.21048,90.0,0.001,11.0,1.0,6.2149e-5,7.7686e-6,Marquart2020,alkanes,alkane,
C13,629-50-5,Rxi17SilMS,-85.281,1.8987,10156.0,110.68,10.965,0.27079,134.92,0.031097,29.312,0.03209,91.168,2.2514,-47236.0,52.211,-69.845,0.12703,-51331.0,114.03,-80.478,0.29199,90.0,0.001,11.0,1.0,5.3795e-5,6.7244e-6,Marquart2020,alkanes,alkane,
C14,629-59-4,Rxi17SilMS,-68.032,10.926,9602.3,657.2,8.4074,1.5505,149.55,0.14116,29.541,0.23677,69.903,12.891,-50290.0,404.47,-73.065,0.95438,-54453.0,868.18,-83.68,2.1784,90.0,0.001,10.0,0.99993,0.00089887,0.00012841,Marquart2020,alkanes,alkane,
C15,629-62-9,Rxi17SilMS,-102.52,7.3734,12032.0,455.77,13.238,1.0416,163.32,0.1086,30.464,0.15683,110.07,8.6601,-51994.0,268.92,-73.217,0.61399,-60064.0,690.08,-93.459,1.7075,90.0,0.001,11.0,0.99996,0.00065132,8.1415e-5,Marquart2020,alkanes,alkane,
C16,544-76-3,Rxi17SilMS,-97.152,8.9252,12156.0,565.36,12.381,1.2556,176.25,0.10095,30.635,0.16112,102.94,10.44,-54812.0,289.33,-76.06,0.64206,-63691.0,946.07,-97.996,2.3158,90.0,0.001,10.0,0.99996,0.00043985,6.2835e-5,Marquart2020,alkanes,alkane,
C17,629-78-7,Rxi17SilMS,-103.86,6.3661,12977.0,412.8,13.248,0.89221,188.54,0.06999,31.069,0.12088,110.15,7.4183,-57045.0,222.62,-77.649,0.48109,-67900.0,764.39,-104.09,1.8451,90.0,0.001,10.0,0.99998,0.00020236,2.8908e-5,Marquart2020,alkanes,alkane,
C18,593-45-3,Rxi17SilMS,-108.07,5.0135,13647.0,332.2,13.76,0.70019,200.23,0.053817,31.415,0.097534,114.41,5.8217,-59308.0,184.62,-79.377,0.38923,-71919.0,667.91,-109.71,1.5917,90.0,0.001,10.0,0.99999,0.0001138,1.6258e-5,Marquart2020,alkanes,alkane,
C19,629-92-5,Rxi17SilMS,-107.18,4.3031,13990.0,290.88,13.556,0.59904,211.31,0.044899,31.618,0.083416,112.71,4.9807,-61718.0,163.23,-81.487,0.3363,-75391.0,625.98,-113.97,1.4745,90.0,0.001,10.0,0.99999,7.6216e-5,1.0888e-5,Marquart2020,alkanes,alkane,
C20,112-95-8,Rxi17SilMS,-108.39,4.2675,14459.0,293.86,13.652,0.5923,221.86,0.043114,31.821,0.081264,113.51,4.9247,-64027.0,163.89,-83.435,0.33051,-78994.0,669.85,-118.6,1.561,90.0,0.001,10.0,0.99999,6.8308e-5,9.7583e-6,Marquart2020,alkanes,alkane,
C21,629-94-7,Rxi17SilMS,-122.79,7.5857,15760.0,533.04,15.601,1.0498,232.17,0.11879,32.419,0.21313,129.72,8.7285,-65489.0,431.64,-83.691,0.85255,-83931.0,1314.3,-126.55,3.0076,90.0,0.001,7.0,1.0,2.0228e-5,5.0571e-6,Marquart2020,alkanes,alkane,
C22,629-97-0,Rxi17SilMS,-109.28,3.3473,15265.0,238.53,13.637,0.46208,241.56,0.040018,32.126,0.070291,113.38,3.8419,-68564.0,150.4,-87.302,0.29164,-85749.0,601.48,-126.85,1.3715,90.0,0.001,11.0,1.0,6.8187e-5,8.5233e-6,Marquart2020,alkanes,alkane,
C23,638-67-5,Rxi17SilMS,-108.91,3.006,15595.0,217.47,13.522,0.41396,250.79,0.034087,32.255,0.059757,112.43,3.4418,-70763.0,131.42,-89.15,0.25037,-88840.0,568.89,-130.36,1.2863,90.0,0.001,11.0,1.0,5.039e-5,6.2987e-6,Marquart2020,alkanes,alkane,
C24,646-31-1,Rxi17SilMS,-110.2,2.8283,16029.0,207.67,13.641,0.38858,259.66,0.030761,32.403,0.059742,113.42,3.2309,-72844.0,134.57,-90.81,0.2522,-92086.0,564.48,-134.29,1.264,90.0,0.001,10.0,1.0,2.29e-5,3.2715e-6,Marquart2020,alkanes,alkane,
C25,629-99-2,Rxi17SilMS,-112.36,3.5703,16516.0,265.87,13.881,0.48945,268.17,0.040828,32.555,0.079489,115.42,4.0695,-74840.0,183.09,-92.346,0.33774,-95404.0,747.92,-138.42,1.6594,90.0,0.001,9.0,1.0,1.7413e-5,2.9022e-6,Marquart2020,alkanes,alkane,
C26,630-01-3,Rxi17SilMS,-111.42,1.8265,16783.0,137.83,13.694,0.24988,276.33,0.022967,32.609,0.042218,113.85,2.0776,-76985.0,99.879,-94.197,0.18149,-98199.0,399.85,-141.35,0.87943,90.0,0.001,8.0,1.0,1.9788e-6,3.9576e-7,Marquart2020,alkanes,alkane,
C27,593-49-7,Rxi17SilMS,-117.93,1.69,17574.0,129.31,14.537,0.23075,284.24,0.029887,32.804,0.046144,120.87,1.9186,-78746.0,111.09,-95.369,0.19888,-102220.0,388.96,-147.15,0.84581,90.0,0.001,8.0,1.0,1.6875e-6,3.3749e-7,Marquart2020,alkane,alkanes,
C28,630-02-4,Rxi17SilMS,-127.22,1.5966,18565.0,123.67,15.762,0.21759,291.9,0.030965,33.056,0.045195,131.05,1.8091,-80309.0,110.15,-96.218,0.19448,-106770.0,381.63,-154.16,0.82323,90.0,0.001,7.0,1.0,5.761e-7,1.4402e-7,Marquart2020,alkanes,alkane,
C29,630-03-5,Rxi17SilMS,-135.87,3.1227,19498.0,244.75,16.903,0.4248,299.42,0.066154,33.386,0.09186,140.54,3.532,-81644.0,225.43,-96.684,0.39268,-111080.0,773.54,-160.67,1.6557,90.0,0.001,6.0,1.0,7.0302e-7,2.3434e-7,Marquart2020,alkane,alkanes,
C30,638-68-6,Rxi17SilMS,-147.13,9.6861,20629.0,768.96,18.4,1.3153,306.72,0.26423,33.763,0.32766,152.99,10.936,-82806.0,807.15,-96.893,1.3874,-115960.0,2505.4,-168.49,5.3042,90.0,0.001,6.0,1.0,6.7404e-6,2.2468e-6,Marquart2020,alkanes,alkane,
Limonene,138-86-3,Rxi17SilMS,-75.098,4.3818,8393.5,240.6,9.8499,0.63146,106.2,0.05929,30.903,0.1486,81.897,5.2502,-38719.0,186.58,-56.158,0.49107,-40046.0,205.41,-59.733,0.54245,90.0,0.001,5.0,1.0,4.0222e-6,2.0111e-6,Marquart2020,terpene,allergenic fragrances,
Linalool,78-70-6,Rxi17SilMS,-83.176,2.6778,9508.6,151.66,10.803,0.38383,120.72,0.029744,29.529,0.067299,89.817,3.1914,-43682.0,99.774,-64.996,0.2529,-46441.0,140.04,-72.29,0.36234,90.0,0.001,8.0,1.0,1.7043e-5,3.4086e-6,Marquart2020,allergenic fragrances,terpene,
Benzylalkohol,100-51-6,Rxi17SilMS,-76.414,2.6276,9021.1,151.87,9.9236,0.37548,129.2,0.046043,32.194,0.099001,82.509,3.1219,-41808.0,128.92,-58.002,0.31975,-45042.0,178.0,-66.459,0.45272,90.0,0.001,8.0,1.0,1.6309e-5,3.2618e-6,Marquart2020,allergenic fragrances,alcohol,
Geraniol,106-24-1,Rxi17SilMS,-88.825,2.3832,10625.0,143.78,11.451,0.33807,150.5,0.032493,31.082,0.067725,95.209,2.8109,-48010.0,104.87,-67.417,0.24708,-53770.0,199.92,-82.087,0.49881,90.0,0.001,9.0,1.0,2.2404e-5,3.734e-6,Marquart2020,terpene,allergenic fragrances,
Citral A,5392-40-5,Rxi17SilMS,-89.722,0.84416,10681.0,51.119,11.59,0.11966,152.75,0.009156,31.575,0.021853,96.361,0.9949,-47764.0,33.121,-66.24,0.077654,-53811.0,70.704,-81.6,0.17661,90.0,0.001,8.0,1.0,1.2087e-6,2.4174e-7,Marquart2020,allergenic fragrances,,
Citral B,106-26-3,Rxi17SilMS,-93.768,1.2826,11098.0,78.482,12.121,0.18152,157.47,0.01717,31.541,0.037749,100.78,1.5092,-48881.0,58.631,-67.606,0.13593,-55680.0,117.56,-84.778,0.29097,90.0,0.001,8.0,1.0,2.7813e-6,5.5626e-7,Marquart2020,allergenic fragrances,,
Cinnamaldehyde,104-55-2,Rxi17SilMS,-82.062,0.65699,10505.0,41.611,10.503,0.092476,174.33,0.012622,34.497,0.025762,87.329,0.76889,-48262.0,36.144,-61.944,0.0806,-55627.0,74.286,-80.181,0.17972,90.0,0.001,8.0,1.0,6.534e-7,1.3068e-7,Marquart2020,aldehyde,allergenic fragrances,
Eugenol,97-53-0,Rxi17SilMS,-87.064,0.77875,11028.0,49.762,11.151,0.10947,178.38,0.017657,34.016,0.03231,92.712,0.91022,-49834.0,47.494,-64.459,0.10492,-58027.0,93.501,-84.653,0.22441,90.0,0.001,8.0,1.0,9.1567e-7,1.8313e-7,Marquart2020,allergenic fragrances,,
Isomethyl-alpha-Ionon,127-51-5,Rxi17SilMS,-89.477,0.8259,11373.0,53.28,11.451,0.11588,184.71,0.012414,34.197,0.027015,95.213,0.96349,-50969.0,40.359,-65.413,0.087992,-59987.0,99.817,-87.478,0.24004,90.0,0.001,9.0,1.0,1.9579e-6,3.2631e-7,Marquart2020,allergenic fragrances,,
Isoeugenol,97-54-1,Rxi17SilMS,-87.012,0.66669,11447.0,43.787,11.067,0.093282,193.83,0.012417,34.728,0.024446,92.015,0.77559,-52210.0,36.856,-65.894,0.078756,-61764.0,88.608,-89.034,0.21039,90.0,0.001,10.0,1.0,2.4276e-6,3.4679e-7,Marquart2020,allergenic fragrances,,
Benzylbenzoate,120-51-4,Rxi17SilMS,-96.905,1.9837,13299.0,141.82,12.267,0.27382,241.68,0.044676,37.953,0.084064,101.99,2.2766,-58064.0,129.0,-66.876,0.25,-73534.0,368.77,-102.47,0.83313,90.0,0.001,10.0,1.0,1.4598e-5,2.0855e-6,Marquart2020,allergenic fragrances,,
Benzylsalicylate,118-58-1,Rxi17SilMS,-95.396,1.733,13464.0,126.2,12.022,0.2385,252.8,0.039719,38.738,0.074633,99.954,1.983,-59373.0,114.74,-66.979,0.21765,-75646.0,342.75,-104.0,0.76619,90.0,0.001,10.0,1.0,1.0173e-5,1.4532e-6,Marquart2020,ester,allergenic fragrances,
Benzylcinnamate,103-41-3,Rxi17SilMS,-111.42,12.716,15518.0,964.38,14.068,1.7387,278.55,0.26759,39.24,0.49935,116.97,14.456,-64493.0,823.08,-70.99,1.4886,-86548.0,2848.2,-119.91,6.227,90.0,0.001,7.0,0.99999,3.9805e-5,9.9512e-6,Marquart2020,allergenic fragrances,,
Farnesol A,4602-84-0,Rxi17SilMS,-108.94,5.955,13698.0,402.29,13.933,0.82925,210.18,0.075096,33.545,0.16568,115.85,6.8948,-57903.0,286.56,-73.892,0.59201,-71825.0,876.98,-107.01,2.0583,90.0,0.001,8.0,0.99999,3.6088e-5,7.2175e-6,Marquart2020,allergenic fragrances,,
Amylcinnamylalkohol A,101-85-9,Rxi17SilMS,-90.024,14.571,12533.0,988.0,11.279,2.0273,213.44,0.088686,33.608,0.26323,93.779,16.856,-58577.0,459.3,-74.473,0.94313,-70153.0,2130.9,-101.91,5.0216,90.0,0.001,7.0,0.99998,7.5434e-5,1.8858e-5,Marquart2020,allergenic fragrances,,
Farnesol B,4602-84-0,Rxi17SilMS,-143.29,4.9454,15819.0,337.2,18.806,0.68763,215.35,0.069363,35.982,0.15936,156.36,5.7173,-55141.0,244.72,-66.971,0.5002,-74741.0,757.59,-113.34,1.7679,90.0,0.001,9.0,0.99999,5.2339e-5,8.7231e-6,Marquart2020,allergenic fragrances,,
Amylcinnamylalkohol B,101-85-9,Rxi17SilMS,-104.28,3.9309,13443.0,270.63,13.31,0.54588,219.72,0.080638,35.293,0.14891,110.66,4.5387,-57227.0,242.19,-70.203,0.49028,-71582.0,636.93,-104.0,1.4707,90.0,0.001,8.0,1.0,1.5638e-5,3.1276e-6,Marquart2020,allergenic fragrances,,
